31698	14631, 7315, 17558, 13249, 6484, 9830, 5355	13734, 8073, 8042, 13305, 13516, 4851, 18819, 7630, 9923, 8412, 16518, 403, 9833, 13608, 18206, 10753, 1361, 12970, 4920, 17104
11022	7315, 12983, 16650, 18622, 16573, 17558, 4183, 3848, 11627, 18387, 5557, 16539, 9363, 4592, 10524, 11012, 2517, 9445, 13241, 6875, 17182, 2395, 11070, 7016, 2672, 7282, 19119, 1466, 5989, 5085, 6342, 17099, 8588, 16978, 5509, 11713, 7043, 8073, 16090, 11642, 6213, 18554, 4445, 1142, 15253, 4208, 368, 5131, 826, 7343, 8269, 2668, 1177, 4273, 6074	4247, 3801, 7813, 2065, 7614, 5775, 14895, 18469, 12197, 14757, 6014, 10798, 7939, 15849, 14478, 2378, 6559, 246, 13682, 10477
46458	7315, 15968, 3591, 3011, 16419, 11199, 2699, 1653, 1522, 12364, 14287	4137, 6342, 2615, 11377, 4071, 8816, 9808, 9328, 5092, 967, 13584, 11033, 12026, 9720, 1416, 19699, 13869, 2620, 1784, 15213
19956	14631, 7315, 16419, 12983, 2837, 12911, 19080, 17692, 1882, 7432, 5681, 10437, 7593	5734, 1961, 10162, 18862, 11422, 5947, 4647, 3323, 17902, 7552, 8262, 14273, 2806, 417, 18147, 3515, 2947, 11826, 16938, 7905
18808	7315, 141, 2203, 9181, 18897, 16886, 13296, 16944, 6233, 17998	14908, 8058, 5853, 16018, 7889, 2232, 1245, 14928, 5396, 7447, 5153, 11793, 13952, 209, 13996, 3366, 4735, 17452, 4433, 5431
43385	1955, 19680, 18288, 6082, 2987, 9673, 12383, 13159, 18904, 9822, 3510, 10228, 974, 18859, 4443, 11343, 16588, 1608, 1646, 2088, 12700, 18069, 3312, 14144, 18388, 11915, 10347, 17371	12481, 16440, 36, 2402, 1436, 3035, 12755, 14980, 4977, 441, 18537, 11411, 18573, 3995, 18812, 3933, 19379, 2795, 14443, 14484
37695	1955, 15866, 18107, 18387, 938, 14651, 195, 2246, 844, 8547, 17060, 15957, 10411, 12663, 202, 3951, 16488	2045, 10634, 13357, 2775, 2033, 13536, 17151, 12396, 19001, 11076, 12238, 5027, 712, 9737, 10853, 5957, 14464, 5837, 13009, 8516
26227	1955, 2550, 3619, 7736, 10413, 7137, 19308, 12829, 994, 17369, 12331, 2766, 15868, 18721, 6902, 10994, 13656, 15739, 16261, 2316, 8538, 3605, 18179, 15171, 5732, 16673, 13003, 6513	15957, 13193, 4473, 16196, 11483, 9896, 2855, 6826, 4373, 18568, 1004, 16115, 8588, 12073, 7959, 12299, 7585, 11751, 8686, 4734
28924	1955, 3011, 14876, 19314, 19076, 13632, 19680, 15369, 8292, 5752, 1653, 11316, 24, 1986, 947, 5274	13470, 17809, 19122, 16073, 10211, 3927, 18827, 8110, 9208, 19216, 12598, 7816, 3875, 14161, 11620, 1697, 2725, 15833, 4711, 11076
10910	1955, 12077, 14631, 6375, 7736, 18938, 13475, 5653, 709, 1497, 19135, 3978, 6051	18173, 3145, 12488, 6202, 2444, 17544, 11799, 15343, 4094, 15965, 14216, 10615, 18545, 15345, 19102, 13857, 3718, 10305, 7980, 13152
42757	9943, 5600, 2617, 5500, 4801, 15200, 13567, 14089, 6039	7191, 15348, 3475, 19183, 5560, 10467, 1626, 3336, 5468, 4169, 18815, 11012, 12510, 18910, 12588, 10902, 10630, 9343, 8448, 5146
22367	9943, 6266, 7764, 4273, 11190, 8448, 12745	18316, 5542, 17141, 17129, 3811, 5287, 1163, 14564, 1562, 11534, 11924, 13760, 13839, 8016, 12640, 18581, 123, 9209, 6723, 5742
47657	9943, 1085, 10524, 10753, 16477, 7704, 10383	6099, 17059, 6818, 4569, 14674, 18224, 1207, 17223, 10529, 7252, 12257, 15692, 17549, 1002, 3295, 10600, 15301, 19112, 14598, 8147
36070	12077, 13160, 2449, 19560, 6461, 18525, 17474	4766, 17074, 11334, 11436, 18880, 9161, 13358, 6214, 16102, 13105, 8614, 5724, 1392, 16396, 7858, 9777, 3664, 11669, 12657, 15304
5510	12077, 621, 19163, 12631, 10672, 17781, 195, 14896, 6481, 3231	2716, 5129, 5092, 13607, 8627, 17705, 17114, 4696, 14742, 2663, 7133, 6819, 10682, 4315, 15182, 6675, 17080, 3411, 18558, 1921
35105	12077, 17887, 15359, 1882, 7379, 17474, 14387, 6051	4951, 18945, 12395, 13425, 18287, 16115, 2066, 13210, 10114, 2332, 12626, 8735, 11178, 12826, 11140, 3186, 4275, 11351, 13448, 15675
1309	12077, 12054, 5509, 10663, 740, 13683, 17474	8181, 15335, 11710, 16843, 8872, 16230, 11355, 16903, 8412, 13874, 249, 3445, 10436, 11409, 14832, 15318, 11522, 3309, 1895, 11720
20702	14631, 190, 5240, 3209, 12387, 6240, 4361, 16577	2679, 1363, 9813, 5914, 450, 14940, 9569, 8900, 14768, 8780, 3549, 2357, 12612, 7964, 13717, 5134, 8156, 18285, 16993, 17692
16110	12077, 5438, 981, 18313, 1918, 1086, 14568, 86, 7487, 12622, 3046, 6321, 3491, 14784, 7704, 12895, 11270, 3533, 2820, 13293, 12878, 5922, 5299, 10239, 10974, 5406, 14126, 16102, 19179, 9910, 13591, 18260, 12082, 17837, 12303, 11398	6552, 15525, 3947, 19637, 3495, 13641, 6074, 947, 1298, 17609, 2624, 8624, 19299, 17472, 17679, 5027, 15341, 449, 14230, 18493
7958	14631, 16670, 3104, 6121, 13569, 4780, 5137, 17917, 12352, 8907, 15026, 12148, 5600, 3767, 1725, 12532, 1291, 776	11173, 7999, 16980, 3935, 18609, 10944, 9245, 18630, 4968, 15032, 18150, 6084, 7412, 3488, 7092, 4129, 14685, 15837, 9913, 13688
25776	7315, 9943, 12077, 1409, 16026, 19314, 1085, 1676	15955, 9553, 5486, 4995, 1601, 7920, 9852, 15034, 8466, 3067, 17355, 16890, 7987, 8548, 8667, 1712, 9472, 7339, 8120, 11685
45125	9943, 1148, 10687, 8426, 4501, 3072, 16944, 6875, 17007, 17837, 10296, 8718, 15312, 1921, 10984, 3612, 8269, 16077, 9098	17527, 12121, 157, 1047, 179, 11150, 7355, 7551, 4244, 12941, 18724, 10105, 18356, 358, 4798, 7557, 18652, 10549, 11470, 1202
19471	1955, 11733, 3129, 2837, 5668, 2012, 2237, 14568, 10524, 19080, 553, 6646, 11564, 9450, 346, 7810, 2275, 15610, 10053	9937, 17033, 18950, 9953, 18107, 14187, 5611, 2191, 834, 2976, 8785, 10771, 7614, 2993, 10457, 3368, 8685, 8643, 16608, 17844
16576	1955, 8803, 10115, 3922, 1926, 15040, 18180	11536, 16368, 2383, 3442, 16330, 12680, 2089, 7339, 6448, 7500, 4516, 19269, 18721, 10311, 10427, 6655, 2728, 18538, 520, 9727
23931	9943, 7568, 4105, 10866, 15628, 12305, 18225	3129, 3238, 18691, 12, 15807, 1430, 215, 14087, 6155, 2716, 17566, 16593, 79, 13014, 9610, 14241, 12568, 3091, 12195, 3217
28759	12077, 5668, 9727, 9799, 18690, 15739, 4592, 4164, 17182, 3052, 6644, 2192, 19589, 6033, 2160, 14672, 3978, 12680, 5340, 4782, 9551, 18260, 7887, 14120, 7837, 10610, 18001, 17047, 3015, 10728, 18830, 10005, 8310, 11295, 12005, 7182, 13393, 4397, 7615, 8995, 13212, 6805, 3022, 8526, 146, 5757, 10967, 2245, 8687	4450, 7156, 15277, 2099, 17879, 13524, 11075, 5812, 14838, 14356, 4641, 12755, 16099, 8672, 12572, 16437, 4714, 12206, 1682, 14810
30992	7315, 414, 16419, 14469, 16573, 15591, 8222, 16992, 4501, 9228, 19080, 9497, 11478, 9310, 7016, 1070, 14828, 17354, 16004, 13781, 15501, 38, 7839, 11343, 13239, 6402, 6553, 13207, 6829, 14116, 11605, 11811	3318, 2064, 8244, 16414, 4884, 7607, 1772, 19358, 11029, 1986, 17542, 17885, 16608, 5678, 8441, 15363, 8021, 14142, 17739, 7088
21308	12077, 8623, 15644, 4726, 5601, 13844, 1186	1310, 17875, 3317, 8266, 10237, 14834, 19566, 17759, 16488, 3060, 14924, 3755, 12207, 9904, 48, 2855, 13239, 2112, 13851, 13905
27620	8411, 11449, 1178, 9233, 18539, 11432, 7772, 5756, 18480, 6338, 14433, 14928	4234, 4596, 8827, 16440, 123, 15952, 13253, 2659, 15185, 8027, 13307, 10370, 12193, 7878, 7261, 8382, 8964, 13626, 16261, 12708
25342	8411, 2835, 19567, 10024, 9477, 15066, 2281, 3650, 19621, 13361, 10637, 14629	18052, 19421, 723, 19362, 475, 6472, 9551, 1390, 18806, 1892, 2383, 9046, 4032, 2029, 6651, 16190, 4649, 8117, 11481, 17763
9328	7771, 16419, 18813, 10242, 6791, 12727, 4402, 4481, 5475, 12434, 7381	3205, 5826, 8460, 5247, 122, 17624, 8196, 7373, 5913, 277, 12374, 5902, 10798, 7099, 8115, 2281, 5032, 3439, 10133, 15623
20625	7771, 1016, 3960, 8163, 17974, 1441, 4657, 9134, 6143	17549, 5652, 6383, 4907, 18504, 5482, 15351, 1699, 7793, 8061, 9660, 16772, 7919, 4328, 9684, 16428, 8070, 7315, 14271, 8058
13728	2550, 2405, 7137, 3591, 11961, 5668, 14840, 8222, 13656, 195, 9569, 11316, 17811, 2161, 16414, 17054, 2672, 5793, 12428, 16420, 7920, 11379, 4455, 10437, 3338, 7585, 1049	7910, 6226, 1267, 11377, 18238, 17060, 8834, 18913, 13670, 19432, 12372, 4706, 5617, 17762, 8872, 6377, 10984, 17896, 15836, 3545
24512	2550, 5390, 12633, 13210, 1340, 8765, 7267, 5475, 14484	13313, 9843, 8680, 15098, 3170, 5038, 2049, 7937, 11842, 8181, 9562, 10323, 5749, 2384, 2775, 14687, 1424, 3067, 7645, 4871
9221	11733, 2237, 13243, 5539, 1217, 17969, 16153	16534, 17552, 4553, 10902, 2040, 9865, 7432, 15171, 15451, 11710, 7849, 5758, 11826, 2922, 9936, 18174, 11059, 3382, 7096, 7713
23611	11733, 2993, 8661, 7790, 12671, 14530, 9938	18072, 12649, 17811, 12463, 15932, 10300, 11467, 1510, 6801, 13721, 11528, 2357, 15121, 7200, 12227, 16594, 2432, 14687, 5144, 12792
29451	11733, 3386, 10438, 16196, 233, 14151, 2718, 19386, 1782, 12711	5696, 2896, 15477, 14274, 14897, 4703, 7263, 10434, 8199, 8457, 18637, 6479, 13703, 16863, 5792, 13524, 18059, 12278, 8243, 17421
11853	16425, 5434, 2567, 16128, 13871, 3348, 19694	12962, 18825, 14476, 5593, 12726, 18852, 8768, 7608, 861, 17413, 7366, 10424, 3957, 1915, 5211, 941, 11654, 12928, 5634, 17534
36296	16425, 13042, 11203, 8913, 8479, 9830, 3667, 11372, 14230, 14861, 10379, 12373, 2250, 11912, 15680, 17129, 9599, 2161, 113, 14959, 18866, 15833, 2935, 1505	5642, 18378, 11409, 6679, 6831, 12811, 19354, 11772, 7105, 16391, 6791, 14979, 11698, 14101, 8430, 14373, 10375, 844, 17982, 556
45335	16425, 14009, 2085, 10320, 10239, 311, 3612	15913, 6395, 10741, 448, 10079, 12418, 6432, 1239, 2930, 1217, 5625, 3284, 10713, 9073, 10200, 4240, 12303, 15632, 7754, 8701
43060	16425, 13804, 18817, 10491, 2517, 3137, 12766, 5892, 2294, 10322, 6815, 15026, 16344, 16102, 17837, 5828, 2322	19212, 15117, 15032, 2943, 5396, 14290, 5178, 13285, 5243, 3025, 13269, 5616, 5027, 16451, 13200, 12139, 3625, 8859, 17532, 14151
26682	16425, 12983, 18630, 19080, 3667, 3875, 9105, 14035, 13788, 17354, 13627, 11966, 10003, 4328, 16766, 7520, 10419, 10085, 18724, 19537	9770, 17091, 4765, 18907, 18419, 19243, 12530, 3959, 18113, 6913, 8793, 14145, 113, 2315, 19179, 8275, 17760, 11308, 18435, 15308
10710	16425, 3213, 9086, 19576, 2602, 18186, 2469	2637, 14898, 7101, 2359, 3651, 7362, 8388, 13681, 15098, 17014, 9445, 3030, 13233, 9610, 14098, 9945, 4976, 10036, 5637, 4701
26219	16425, 10682, 11868, 5430, 15606, 7910, 9866, 10419, 1408, 13872	10141, 15800, 11209, 14263, 12968, 7446, 16528, 8117, 15146, 1921, 5519, 16339, 16258, 17483, 861, 14813, 6231, 9078, 16027, 12601
27487	16425, 4266, 12631, 19401, 623, 6035, 9659	13249, 10616, 12257, 17578, 9770, 1530, 16932, 77, 8496, 14127, 5681, 8007, 13601, 3382, 3378, 14784, 10549, 5475, 7431, 4563
8369	9973, 11842, 19159, 7487, 19564, 9246, 13683, 19269	14906, 18168, 1575, 7177, 7815, 18167, 13585, 18206, 16709, 4247, 1081, 16225, 19142, 9754, 10898, 5845, 12928, 5392, 4820, 2010
17984	16425, 3445, 6213, 19305, 11829, 3854, 75	14692, 9737, 19130, 17231, 5426, 17353, 6770, 6307, 627, 448, 16128, 14687, 13637, 10701, 5394, 15712, 16790, 11544, 16252, 2565
39284	16425, 5091, 11609, 17141, 19633, 15502, 19196	5025, 8111, 7317, 15531, 7881, 10702, 13188, 13817, 15349, 2984, 10244, 13830, 16480, 13682, 11956, 1545, 8003, 18890, 18326, 1572
47305	11733, 14993, 9642, 5790, 3002, 1638, 3445, 15914	18397, 5294, 18012, 5955, 1676, 17865, 9754, 4368, 12309, 17038, 10213, 6036, 18716, 5340, 6599, 4146, 18796, 15483, 17387, 4365
41303	16425, 11236, 18251, 12992, 2761, 8104, 8371	13766, 4929, 8645, 14507, 13133, 13284, 1299, 16906, 7551, 4957, 12641, 15539, 10635, 5712, 8155, 12361, 936, 13031, 7115, 2154
23639	16425, 17258, 4537, 13254, 10851, 123, 14683, 16855	10251, 7224, 1060, 8615, 16349, 16532, 17825, 4665, 13820, 1823, 16061, 8070, 16919, 17294, 5581, 14165, 18361, 3744, 3878, 17426
31763	16425, 10119, 18083, 19153, 9378, 6389, 11888	18288, 14574, 14832, 286, 12319, 2640, 5475, 6243, 16852, 4115, 17219, 10869, 17893, 4851, 14421, 18173, 13340, 8683, 15398, 7486
19195	16425, 16573, 13788, 10524, 864, 16102, 5882, 14387, 1333, 1689	6146, 14030, 9245, 4865, 9680, 10190, 11208, 4628, 19717, 16451, 6743, 7407, 9974, 2696, 16575, 7621, 7263, 3189, 13627, 13543
25117	8411, 9949, 16221, 5713, 9519, 346, 15098, 8784, 1599, 15578	8980, 19293, 13520, 14573, 15369, 5186, 6400, 6723, 9474, 11357, 5581, 9977, 3757, 11299, 6315, 18490, 4343, 7598, 8013, 12090
4544	16425, 19314, 231, 311, 12206, 17581, 11708, 16207, 16462	17646, 1356, 9234, 15499, 8700, 14810, 5556, 11175, 2486, 16314, 4319, 16312, 12328, 5960, 3486, 16629, 17129, 439, 7393, 2553
25572	2550, 3209, 4737, 7860, 7867, 1600, 8780	14664, 11889, 7702, 19589, 14910, 1948, 19658, 2150, 3736, 14180, 11458, 12078, 5552, 14551, 5424, 4027, 2624, 13800, 3088, 10701
45172	1148, 17543, 11133, 5129, 2492, 17636, 19305	18118, 17646, 6508, 563, 3736, 17190, 5958, 1075, 16621, 5914, 15531, 7154, 14604, 17280, 11236, 12323, 104, 8482, 9866, 1832
23963	1148, 2837, 15766, 3591, 15968, 16573, 19360, 11199, 4183, 8222, 11627, 5541, 7823, 17078, 8479, 18281, 4267, 5714, 1847, 18032, 4722, 10524, 19680, 8257, 19080, 5696, 2167, 14437, 5355, 7309, 16447, 19119, 13569, 15877, 16301, 13473, 7127, 3055, 16746, 7558, 13003, 4131, 346, 6033, 3510, 7837, 11343, 1483, 705, 15019, 11811, 2256, 15091, 14028, 1454, 7593, 14869, 6130	15145, 14291, 4854, 2757, 5957, 5679, 3656, 10388, 12210, 12717, 5565, 16961, 8629, 18688, 7079, 19639, 18104, 18503, 17372, 14095
98	1148, 12983, 6375, 13847, 19360, 4765, 11199, 11111, 14840, 12278, 16026, 15575, 16180, 14015, 2140, 4929, 3510, 7043, 11078, 11892, 13072, 6470, 17037, 5355, 8996, 10979, 13193, 9665, 990	2612, 11014, 6960, 7550, 2813, 6748, 15266, 17929, 10782, 16525, 4286, 7449, 5836, 6680, 5603, 5161, 11456, 835, 2364, 6893
1733	9973, 17489, 13546, 9763, 9433, 3265, 16643, 18121, 10018, 6446, 15763, 10932	10580, 13475, 13528, 1639, 15866, 18496, 5323, 2497, 9277, 8064, 3208, 19254, 8992, 16237, 8741, 7227, 2366, 15595, 17533, 11794
37859	1148, 621, 18622, 11199, 1532, 6179, 11800, 14334, 9809, 17959, 9628	15175, 16450, 15448, 6770, 18740, 12358, 14240, 2608, 15993, 19113, 11398, 6544, 3743, 6273, 15360, 9331, 8073, 1624, 16712, 5716
43002	10589, 6898, 6020, 4744, 19145, 8860, 2702, 5935, 13487	3817, 16430, 18015, 12062, 11890, 10570, 17824, 6282, 4573, 2378, 3323, 17353, 9810, 1448, 7683, 5201, 1493, 19560, 16380, 17476
9978	10589, 3591, 4216, 4926, 18285, 16677, 3214	18901, 623, 4053, 19091, 4529, 12913, 463, 3739, 15591, 8596, 17941, 15232, 5329, 1436, 16664, 19689, 3196, 18972, 14293, 10676
11239	10589, 7257, 8387, 3291, 13608, 13175, 18366, 2643, 17771, 4071	3808, 7355, 8413, 11860, 3158, 15014, 9613, 8448, 14079, 169, 3356, 16543, 8386, 4746, 4121, 9384, 19559, 6215, 7110, 1164
27683	1148, 2468, 6413, 11951, 10308, 19168, 19661, 5712, 3571, 6826	13124, 13101, 16496, 10310, 176, 6190, 12214, 7470, 7873, 10446, 10410, 14345, 133, 18112, 16960, 12105, 11174, 9350, 17957, 18923
48320	7771, 6875, 12352, 11984, 17534, 9203, 18870, 13447, 3612, 13072, 17318	19329, 2106, 16731, 6737, 16788, 8661, 14686, 10031, 3743, 14768, 16340, 7493, 7807, 10826, 10963, 13210, 6837, 8660, 4711, 9881
10152	2550, 2846, 17351, 1987, 3769, 8996, 1689	14820, 2845, 788, 18538, 9759, 6889, 12403, 1571, 12179, 4843, 14208, 485, 17679, 2025, 3614, 12456, 531, 6578, 1681, 10310
21828	7771, 17505, 2761, 4338, 12133, 18617, 13860, 12418, 776, 2633, 13605, 11498	1809, 655, 9714, 17928, 8297, 13934, 2789, 19292, 14327, 8375, 91, 6933, 19476, 15194, 3290, 4297, 5958, 5997, 16536, 8960
12404	1148, 9754, 17532, 16095, 18011, 5808, 19159, 18497, 3241	19202, 10228, 9783, 3614, 16974, 19535, 19545, 19499, 5267, 473, 8558, 8939, 8992, 9501, 8596, 16649, 12071, 1824, 18545, 15174
376	621, 3137, 18980, 16726, 9890, 12430, 8355, 13844, 5719, 3949	10105, 13781, 15351, 10042, 14190, 659, 4240, 8342, 10294, 17090, 3244, 17987, 516, 10493, 18105, 4612, 18455, 9737, 10370, 10163
21854	621, 9452, 19314, 7487, 3325, 11692, 17572, 9477, 8721, 10921, 950, 7382	15817, 14076, 9617, 12848, 471, 8318, 11801, 14977, 10710, 4047, 18043, 13771, 16746, 3864, 18806, 8205, 11192, 16520, 4301, 5892
4117	621, 16245, 10615, 3128, 14045, 6581, 11929	6756, 16121, 10202, 18017, 16444, 5885, 6938, 14530, 15124, 17526, 1260, 17556, 222, 4, 2184, 17251, 7207, 3113, 14791, 13652
10409	621, 18813, 13481, 10515, 16245, 12945, 9203	11630, 5246, 9338, 5599, 2404, 14602, 17296, 5243, 12688, 2808, 17796, 16292, 14608, 15905, 10622, 9438, 14324, 11827, 11307, 9176
28066	621, 2085, 15287, 8667, 16756, 9953, 5626, 11820, 15955	8214, 12768, 3189, 4431, 6136, 5859, 10830, 5541, 13800, 17633, 18250, 10218, 7687, 12811, 15311, 16970, 18215, 15882, 11455, 8163
25188	1148, 5790, 981, 16573, 1349, 4328, 18781	19050, 9672, 16852, 9492, 2910, 9327, 8860, 14194, 13558, 14105, 7252, 9598, 18431, 19137, 1043, 13135, 11358, 16227, 14629, 18637
12971	1148, 4266, 13165, 2357, 12784, 16026, 8249, 3228, 6920, 7408, 19080, 3960, 3209, 17099, 17692, 10437, 11904, 12945, 16886, 16944, 9007, 13781, 13591, 11269, 15775, 18260, 13849, 15528, 5681, 17474, 12297, 13760, 17651, 17456, 1047, 11726, 12075	226, 14581, 5557, 15664, 14994, 725, 8333, 16541, 14455, 19149, 1005, 17894, 9715, 9945, 7005, 16104, 17388, 17007, 4722, 5499
45996	621, 15135, 18864, 17096, 18021, 7917, 14498	6104, 16094, 18713, 10459, 12628, 10672, 8513, 18558, 1367, 15038, 6234, 14815, 8663, 18741, 11896, 10084, 1434, 9578, 10172, 8607
38220	621, 2837, 7668, 13569, 18525, 7604, 2567	6775, 3988, 4825, 16863, 6980, 146, 15540, 1545, 15454, 3535, 16301, 10237, 10954, 2285, 12233, 13595, 6986, 10701, 14531, 19050
18423	621, 16756, 9354, 8481, 14455, 13210, 14197, 10666	18690, 6300, 14438, 8975, 12206, 148, 18043, 11609, 1946, 13951, 15939, 10313, 5930, 107, 15616, 11716, 3323, 8418, 18430, 75
969	621, 5647, 10223, 5862, 13824, 4837, 12498, 16049, 9307, 13460, 19094, 1754, 16936, 5318	1228, 18811, 3209, 9850, 17520, 766, 11625, 11177, 7968, 3639, 13263, 13814, 17929, 5004, 4160, 2126, 13415, 7110, 11522, 10973
29249	621, 44, 14507, 19306, 15136, 24, 8068, 7996	15194, 14608, 16805, 18321, 3759, 9881, 12780, 12598, 2882, 8579, 4029, 535, 18674, 7126, 9044, 12330, 11944, 16408, 13613, 1469
15654	621, 1200, 4208, 15049, 6087, 1714, 9497, 14091, 5345	10185, 11634, 14568, 13136, 15833, 675, 5793, 10141, 15151, 13800, 16230, 3017, 11584, 14032, 10427, 10219, 18146, 3884, 8360, 12854
4658	621, 6789, 14473, 6342, 7043, 16420, 16729, 10437, 5907, 1823, 12527, 11230, 16285, 11343, 12645, 18382, 2256, 10834, 12900, 19099, 12959, 19270, 3255, 7632, 17205, 18849, 4825, 3870, 10080	12885, 12072, 655, 17440, 7094, 8879, 16179, 12945, 17902, 8426, 4680, 16268, 13753, 3690, 15584, 9139, 16865, 17640, 19217, 19727
19707	621, 13160, 17887, 5355, 17182, 10753, 10663, 16729, 16267	13142, 19061, 4102, 1596, 16534, 12344, 3344, 16444, 4043, 6679, 8803, 6619, 10079, 9627, 19147, 7167, 2369, 7130, 16946, 4421
35175	9973, 11884, 4130, 9307, 9192, 14367, 18891, 2038, 682, 19472, 11172, 2741, 15646, 1512, 9215	10780, 11530, 73, 16330, 10794, 8233, 13738, 15761, 389, 17351, 14771, 451, 489, 4056, 3349, 2699, 18546, 1160, 1078, 14948
10175	11802, 1390, 3805, 10845, 3001, 14021, 8118, 7369, 43	3230, 4258, 11932, 7916, 12101, 15360, 10620, 2744, 11406, 2661, 10967, 10213, 12344, 13814, 19572, 9118, 13597, 1319, 16517, 4171
23985	11802, 14229, 13598, 966, 1796, 19051, 2141	4144, 19146, 7063, 12820, 3465, 1125, 195, 17066, 5252, 18257, 5222, 16778, 3667, 14939, 2657, 15504, 18497, 13123, 3270, 15346
5517	11802, 3730, 5130, 2035, 189, 15192, 469, 14770, 4990, 5898, 12451, 17072	11461, 2647, 17514, 8596, 13439, 3984, 12671, 13591, 4843, 7962, 12348, 13503, 15983, 18601, 10036, 2359, 12488, 17866, 6227, 10377
14853	7771, 17581, 15775, 18361, 16981, 6539, 13568, 1846, 16741	16232, 8834, 16865, 12761, 2222, 277, 9419, 19345, 15946, 3101, 18488, 10856, 15401, 15091, 1351, 15194, 18387, 10397, 1441, 8049
49939	621, 11182, 3680, 13824, 19110, 11726, 16462	1117, 18304, 18968, 11352, 18069, 14671, 4941, 13508, 4665, 8976, 9054, 8566, 18641, 14273, 8258, 9476, 15904, 10742, 9072, 6031
